name,uni_roll,branch
Christopher Macdonald,UNI011275,CHE
Nicole Ball,UNI011276,EE
Robert Gregory,UNI011277,ME
Michael Brown,UNI011278,BT
Jennifer Morris,UNI011279,PHM
Kelli Stone,UNI011280,EE
Amanda Ross,UNI011281,ECE
Sherry Hodges,UNI011282,BT
Paige Anderson,UNI011283,BT
Kathleen Harris,UNI011284,ECE
Thomas Wright,UNI011285,BT
Christopher Lawson,UNI011286,ME
Angel Ramirez,UNI011287,BT
Taylor Harrington,UNI011288,CHE
William James,UNI011289,BT
Aaron Stanley,UNI011290,CE
Dylan White,UNI011291,CHE
James Dean,UNI011292,ECE
Sonya Weeks,UNI011293,CHE
Todd Weaver,UNI011294,ECE
Madeline Wright,UNI011295,CHE
Patricia Collins,UNI011296,ECE
Patricia Carroll,UNI011297,CSE
Andrea Thompson,UNI011298,BT
Abigail Williams,UNI011299,CHE
Jason Lopez,UNI011300,CSE
Gina Pratt,UNI011301,PHM
Allison Miller,UNI011302,ECE
Christopher Reyes,UNI011303,ECE
Bradley Payne,UNI011304,ECE
Phyllis Kelly,UNI011305,PHM
Pamela Thompson,UNI011306,EE
Diana Rodriguez,UNI011307,EE
Mr. Joseph Turner,UNI011308,BT
Carolyn Perez,UNI011309,BT
Tonya Woodard,UNI011310,BT
Justin Bates,UNI011311,ME
Michael Fernandez,UNI011312,ME
Kathryn Gray,UNI011313,CSE
Emily Perry,UNI011314,CHE
Mark Woodward,UNI011315,CSE
Benjamin Jones,UNI011316,BT
Christopher Hopkins,UNI011317,BT
Lauren Mcdonald,UNI011318,ECE
Jay Wright,UNI011319,ME
Ann Simon,UNI011320,ECE
Reginald Guzman,UNI011321,ME
Deanna Avery,UNI011322,CHE
Amy Hall,UNI011323,ME
Melissa Martin,UNI011324,CHE
Kevin Riley,UNI011325,CHE
Richard Austin,UNI011326,CHE
Eduardo Brown,UNI011327,PHM
Michael Morgan,UNI011328,CE
Brandon Cummings,UNI011329,ECE
Holly Williams,UNI011330,ECE
Daryl Lopez Jr.,UNI011331,BT
Kimberly Leon,UNI011332,ME
William Clark,UNI011333,ECE
Joseph Jackson,UNI011334,ME
James Contreras,UNI011335,CHE
Heather Miller,UNI011336,BT
Carmen Frank,UNI011337,ME
Matthew Robinson,UNI011338,EE
Philip Austin,UNI011339,BT
Brandon Kent,UNI011340,CE
Jeremy Jones,UNI011341,BT
Shannon Mora,UNI011342,BT
Justin Williams,UNI011343,EE
Logan Christensen,UNI011344,ME
Edward Morrow,UNI011345,EE
Angela Cortez,UNI011346,ECE
Mrs. Carrie Castaneda,UNI011347,PHM
Nicole Gamble,UNI011348,EE
Jody Johnston,UNI011349,CE
Erika Moore,UNI011350,ME
Daniel Rodriguez,UNI011351,EE
Judy Carpenter,UNI011352,ECE
Michael Ashley,UNI011353,CHE
Louis Rodgers,UNI011354,ME
Jessica Johnson,UNI011355,ME
David Klein,UNI011356,CSE
Michael Kirby,UNI011357,CHE
Daniel Johnson,UNI011358,CHE
Jennifer Martin,UNI011359,ECE
Kimberly Bell,UNI011360,PHM
Julie Willis,UNI011361,EE
Emily Davis,UNI011362,CSE
Todd Gibbs,UNI011363,ME
Kim Barber,UNI011364,PHM
Stacey Murphy,UNI011365,BT
Lisa Fisher,UNI011366,ME
James Chan MD,UNI011367,EE
David Benson,UNI011368,PHM
Michelle Smith,UNI011369,CHE
Darrell Hubbard,UNI011370,ECE
Jeffrey Foster,UNI011371,CSE
Donna Ramirez,UNI011372,ME
Jennifer Jimenez,UNI011373,ECE
Joshua Spears,UNI011374,CE
Joy Matthews,UNI011375,CE
Melissa Crawford,UNI011376,ME
David Riley,UNI011377,BT
Lisa Johnson,UNI011378,CE
Joe Erickson,UNI011379,BT
Lisa Caldwell,UNI011380,CE
David Montgomery,UNI011381,CSE
Steven Nichols,UNI011382,BT
Justin Smith,UNI011383,ME
Linda Ellis,UNI011384,ECE
Samantha Thomas,UNI011385,BT
Jason Clark,UNI011386,CSE
Benjamin Sandoval,UNI011387,EE
John Peterson,UNI011388,CHE
Sandra Odonnell,UNI011389,EE
Stephen Mccarthy,UNI011390,CE
Kevin Dunn,UNI011391,BT
Laura George,UNI011392,CSE
Joseph Ryan,UNI011393,ECE
Alex Wright MD,UNI011394,ME
Emily Young,UNI011395,CSE
Sherri Diaz,UNI011396,CHE
Amy Velasquez,UNI011397,CSE
Christopher Weaver MD,UNI011398,ECE
Connie Green,UNI011399,CHE
Jamie Davis,UNI011400,CE
Ashley Fuentes,UNI011401,BT
Isaiah Waters,UNI011402,CHE
Jordan King,UNI011403,ME
Jonathan Martinez,UNI011404,BT
Nicole Martinez,UNI011405,PHM
Kelsey Johns,UNI011406,BT
Keith White,UNI011407,CE
Elizabeth Ramirez,UNI011408,ECE
James Ashley,UNI011409,ME
Troy Walker,UNI011410,BT
Austin Mora,UNI011411,ME
Erin Lamb,UNI011412,BT
Ronald Gomez,UNI011413,CHE
Sarah Stanton,UNI011414,CE
Maria Ingram,UNI011415,PHM
Jordan Wright,UNI011416,CE
Nicholas Evans,UNI011417,EE
Jennifer Perez,UNI011418,CSE
Carl Keith,UNI011419,ME
Jodi Green,UNI011420,CSE
John Morrow,UNI011421,ME
Pamela Kim,UNI011422,BT
Jason Nolan,UNI011423,CHE
Ruben Jackson,UNI011424,PHM
Michael Ryan,UNI011425,ECE
Kim Johnson,UNI011426,BT
Jessica Sanchez,UNI011427,PHM
Kelly Garcia,UNI011428,ME
Elizabeth Monroe,UNI011429,CHE
Michele Rivera,UNI011430,ME
Tyler Ray DDS,UNI011431,BT
Melissa Villanueva,UNI011432,PHM
Timothy Suarez MD,UNI011433,EE
Anita Butler,UNI011434,EE
Francisco Foster,UNI011435,EE
Stephen Anderson,UNI011436,CSE
Darren Ward,UNI011437,ECE
Paula Avila,UNI011438,PHM
Alvin Young,UNI011439,CE
Joshua Sullivan,UNI011440,BT
Jorge Caldwell,UNI011441,ECE
David Sawyer,UNI011442,ME
Ashley Schaefer,UNI011443,EE
Timothy Schneider,UNI011444,BT
Victoria Crawford,UNI011445,CHE
David Jennings,UNI011446,ME
Olivia Griffith,UNI011447,CSE
Kathleen Bernard,UNI011448,PHM
Spencer Smith,UNI011449,PHM
Sandra Adams,UNI011450,ME
Brandon Mercado,UNI011451,CSE
Jaime Anderson,UNI011452,PHM
Stephanie Johnson,UNI011453,CHE
Jody Lee,UNI011454,CHE
Debra Cummings,UNI011455,EE
Nicholas Mills,UNI011456,CSE
Stanley Clark,UNI011457,CSE
Christina Martin,UNI011458,BT
Connie Moss,UNI011459,ME
Alexander Alvarado,UNI011460,EE
Courtney Leonard,UNI011461,CSE
David Clements,UNI011462,PHM
Ashley Anderson,UNI011463,CE
Shannon Gross,UNI011464,PHM
Tammy Hanson,UNI011465,PHM
Mrs. Stephanie Jackson,UNI011466,ECE
Maurice Lopez,UNI011467,CE
Todd Mercer,UNI011468,ME
Jon Gutierrez,UNI011469,ECE
Tracy Smith,UNI011470,ECE
Patrick Rowe,UNI011471,EE
Victoria Henderson DVM,UNI011472,ME
Casey Cox,UNI011473,CE
Margaret Maxwell,UNI011474,BT
Sophia Houston,UNI011475,PHM
Joseph Bowman,UNI011476,PHM
Sarah Sanchez,UNI011477,CE
Mr. Jeremy Bailey,UNI011478,ECE
Rose Schmidt,UNI011479,PHM
Mr. Justin Kirk,UNI011480,CHE
Jennifer Alvarez,UNI011481,CSE
Jessica Perez,UNI011482,CSE
Bryan Ellis,UNI011483,CSE
James Moore,UNI011484,BT
Andrew Pitts,UNI011485,EE
Ian Horne,UNI011486,BT
Terry Allen,UNI011487,EE
Craig Reese,UNI011488,ECE
Christine Lewis,UNI011489,BT
Denise Thompson,UNI011490,EE
Jason Townsend,UNI011491,CHE
Hannah Howell,UNI011492,CE
Manuel Calderon,UNI011493,EE
Gary Taylor,UNI011494,CSE
Andre Mills,UNI011495,ME
Lauren Williams,UNI011496,EE
Matthew Kennedy,UNI011497,BT
Joseph Barrera,UNI011498,CE
Samantha Roberts,UNI011499,PHM
Amy Foster,UNI011500,BT
Kevin Snyder,UNI011501,CE
Matthew Gonzalez,UNI011502,BT
Rebecca Salazar,UNI011503,EE
Patrick Lee,UNI011504,ECE
Susan Thomas,UNI011505,CSE
Charles Jimenez,UNI011506,PHM
Michael Smith,UNI011507,CHE
Nicholas Payne,UNI011508,CSE
Craig Lamb,UNI011509,BT
Abigail Chandler,UNI011510,BT
Zachary Reed,UNI011511,BT
Jason Gilbert,UNI011512,CE
Danny Carrillo,UNI011513,ECE
Robert Herrera,UNI011514,CE
Crystal Jones,UNI011515,PHM
Ashley Morrison,UNI011516,CE
Elizabeth Johnston,UNI011517,CSE
Cassandra Tucker MD,UNI011518,ME
Susan Rodriguez,UNI011519,ECE
Jose Castro,UNI011520,CSE
Chelsey Shaffer,UNI011521,CHE
Justin Hill DVM,UNI011522,BT
Rachel Gonzalez,UNI011523,BT
Scott Johnson,UNI011524,CSE
Robert Walker,UNI011525,CHE
Courtney Mccarthy,UNI011526,BT
Nicholas Weiss,UNI011527,BT
Kathryn Gross,UNI011528,PHM
Jake Weaver,UNI011529,CHE
Allison Marshall,UNI011530,BT
Sydney Franco,UNI011531,EE
Timothy Salazar,UNI011532,CSE
Jeffrey Villarreal,UNI011533,EE
David Moore,UNI011534,ECE
Charles Potter,UNI011535,CHE
Patricia Strickland,UNI011536,CSE
Kenneth Alvarez,UNI011537,EE
Taylor Hernandez,UNI011538,PHM
Angela Johnson,UNI011539,BT
Adam Rodriguez,UNI011540,CE
Stacey Wilson,UNI011541,ECE
Austin Thomas,UNI011542,ECE
Alyssa Hayes,UNI011543,ECE
Traci Griffin,UNI011544,PHM
Susan Cox,UNI011545,CSE
Joseph Sanchez,UNI011546,CE
Michael Davis,UNI011547,EE
Ashley Robinson,UNI011548,PHM
Benjamin Wright,UNI011549,PHM
David Peters,UNI011550,CE
Audrey Dean,UNI011551,BT
Jeremy Turner,UNI011552,CE
Cynthia Rodriguez,UNI011553,CE
Paul Gilmore,UNI011554,ECE
Faith Hughes,UNI011555,ME
Kelly Martinez,UNI011556,EE
Jeffrey Shah,UNI011557,ECE
Brittany Hood,UNI011558,CSE
Joseph Reid,UNI011559,ECE
Adam Martinez,UNI011560,CHE
Shawn Riggs,UNI011561,ECE
Richard Johnson,UNI011562,BT
Brittany Simpson,UNI011563,CHE
Martin Carter,UNI011564,BT
Todd Baker,UNI011565,ME
Laura Weber,UNI011566,CSE
Amy Roberts,UNI011567,ECE
Amber Edwards,UNI011568,ECE
Matthew Brown,UNI011569,EE
Michael Herrera,UNI011570,CSE
Austin Foley,UNI011571,BT
Amy Stafford,UNI011572,BT
Adam Garrett,UNI011573,BT
Mr. Ryan Williamson,UNI011574,EE
Tammy Macdonald,UNI011575,ECE
Rachel Zamora,UNI011576,EE
James Valentine,UNI011577,CHE
Richard West,UNI011578,ECE
Samuel Sanchez,UNI011579,CSE
Yvette Martin,UNI011580,PHM
Virginia Ramos,UNI011581,CSE
David Braun,UNI011582,CE
Joshua Johnson,UNI011583,CHE
Kevin Hall,UNI011584,CE
Kristen Smith,UNI011585,ME
Kenneth Nelson,UNI011586,CSE
Larry Davenport,UNI011587,PHM
Andrew Washington,UNI011588,ECE
Louis Cortez,UNI011589,PHM
Edward Hammond,UNI011590,ECE
Nancy Rojas,UNI011591,CE
Veronica Ellis,UNI011592,PHM
Julie Jones,UNI011593,PHM
Matthew Rodriguez,UNI011594,EE
Lisa Hansen,UNI011595,ECE
Betty Terry,UNI011596,ECE
Dr. Tara Hutchinson,UNI011597,EE
Jennifer Cochran,UNI011598,ME
James Reeves,UNI011599,ME
Jacqueline Snyder,UNI011600,ME
Ryan Blackwell DVM,UNI011601,PHM
Elizabeth Myers,UNI011602,EE
Eric Frank,UNI011603,ECE
Alexis Lambert,UNI011604,ECE
Henry Lee,UNI011605,EE
Heather Stanton,UNI011606,CHE
Jason Murillo,UNI011607,PHM
Anna Hamilton MD,UNI011608,CSE
Kristen Duke,UNI011609,ECE
Kevin Harris,UNI011610,ME
Erica Miller,UNI011611,ECE
Michael Boyle,UNI011612,EE
Andrew Frazier,UNI011613,CE
Jesse Jackson,UNI011614,CSE
Steven Armstrong,UNI011615,CSE
Carol Jones,UNI011616,EE
Brittany Smith,UNI011617,CE
Jennifer Winters,UNI011618,BT
Mrs. Nicole Jones,UNI011619,PHM
Alexandra Pitts,UNI011620,ME
Crystal Pratt,UNI011621,ECE
Jennifer Hartman,UNI011622,PHM
Antonio Sharp,UNI011623,BT
Jeffrey Harris,UNI011624,BT
Mary Patrick,UNI011625,CHE
Daniel Sullivan,UNI011626,CE
Crystal Lloyd,UNI011627,BT
Lauren Jacobs,UNI011628,CHE
Mario Phillips,UNI011629,CHE
Peter Gonzalez,UNI011630,CHE
Ryan Doyle,UNI011631,CE
Stephanie Owens,UNI011632,BT
Leslie Wright,UNI011633,CE
Christina Mckee,UNI011634,CE
Christopher Brady,UNI011635,CHE
Patrick Clark,UNI011636,CHE
Michael Rogers,UNI011637,PHM
Katelyn Martin,UNI011638,CSE
Mr. William Russell,UNI011639,BT
James Phelps,UNI011640,ME
Juan Cobb,UNI011641,ECE
Edward Jennings,UNI011642,ME
Jeanne Duran,UNI011643,CHE
Dawn Castillo,UNI011644,PHM
Teresa Kelly,UNI011645,CHE
Andrew Flores,UNI011646,ME
Loretta Daniel,UNI011647,ECE
Marissa Carter,UNI011648,ECE
Destiny Howell,UNI011649,ME
Ricky Ramirez,UNI011650,PHM
Mason Lee,UNI011651,EE
Edward Johnson,UNI011652,ECE
Steven Davis,UNI011653,ECE
Katie Villarreal,UNI011654,BT
Julie Jensen,UNI011655,PHM
Harold Brown,UNI011656,CE
Nathan Bell,UNI011657,CE
Jennifer Harris,UNI011658,EE
Ian Lopez DVM,UNI011659,CSE
Lindsay Thompson,UNI011660,ECE
Karen Bennett,UNI011661,BT
Ms. Kristine George,UNI011662,CSE
Joshua Jones MD,UNI011663,ME
Cody Reed,UNI011664,PHM
Ryan Ramirez,UNI011665,CHE
Jodi Ball,UNI011666,ECE
Miss Tina Livingston,UNI011667,PHM
Marcus Cunningham,UNI011668,CSE
Jimmy Padilla,UNI011669,EE
Michael Trujillo,UNI011670,ME
Peter Thomas,UNI011671,PHM
Kenneth Peterson,UNI011672,BT
Brittany Ferguson,UNI011673,EE
Allison Heath,UNI011674,ECE
Erica Clark,UNI011675,CE
Angela Willis,UNI011676,EE
Sharon Henry DDS,UNI011677,BT
David Rivera,UNI011678,CHE
Sean Thomas,UNI011679,ME
Jesse Carlson,UNI011680,CSE
Adam Le,UNI011681,CHE
Eric Clark,UNI011682,PHM
Tamara Phillips,UNI011683,EE
Judith Yoder,UNI011684,BT
Jesse Lucas,UNI011685,CHE
Tyler Nicholson,UNI011686,ECE
Paula Decker,UNI011687,BT
Christopher Webb,UNI011688,BT
Brenda Saunders,UNI011689,BT
Debbie Fuller,UNI011690,EE
Jennifer Becker,UNI011691,EE
Kenneth Smith,UNI011692,EE
Joseph Dean,UNI011693,ME
Laura Taylor,UNI011694,CE
Anthony Keith,UNI011695,CSE
Robin Oliver,UNI011696,ME
Danny Reynolds,UNI011697,ECE
Connor Arellano,UNI011698,BT
Jennifer Cooper,UNI011699,CSE
Bianca Hardy,UNI011700,PHM
Monica Gomez,UNI011701,CSE
Sean Green,UNI011702,BT
Kyle Phillips,UNI011703,CHE
Ashley Cochran,UNI011704,CE
Christopher Morris,UNI011705,BT
Matthew Long,UNI011706,EE
Rhonda James,UNI011707,CSE
Deanna Dixon DVM,UNI011708,ME
James Ferguson,UNI011709,BT
Mrs. Sharon Burnett,UNI011710,ECE
Christina Jones,UNI011711,CE
Julie Ward,UNI011712,BT
Lisa Moore,UNI011713,BT
Tara Joseph,UNI011714,ME
George Williamson,UNI011715,EE
Lindsay Whitehead,UNI011716,CHE
Thomas Gaines,UNI011717,CE
Sharon Cooper,UNI011718,PHM
Brittany Adams,UNI011719,ECE
Richard Mata,UNI011720,ECE
James Williams,UNI011721,EE
Jared Wilson,UNI011722,ECE
Donald Woods,UNI011723,EE
Brandon Hurley,UNI011724,CSE
Stephanie Trujillo,UNI011725,EE
Julie Howard,UNI011726,CHE
Samuel Roberts,UNI011727,ECE
Michelle Bradshaw,UNI011728,EE
Katherine Garcia,UNI011729,CE
Patrick Cummings,UNI011730,CHE
Andrew Hatfield,UNI011731,ECE
Jonathan Johnson,UNI011732,CHE
Johnny Lynn,UNI011733,BT
Andrew Cole,UNI011734,PHM
Jason Huynh,UNI011735,BT
Deborah Graves,UNI011736,PHM
Jordan Cook,UNI011737,BT
Christopher Gross,UNI011738,PHM
John Johnson,UNI011739,CSE
Mary Anderson,UNI011740,CSE
Catherine Bishop,UNI011741,CHE
David Jones,UNI011742,CE
Melissa Kirby,UNI011743,CSE
Deanna Wilson,UNI011744,EE
Sarah Thompson,UNI011745,ME
Richard Lewis,UNI011746,ME
James Reilly,UNI011747,CSE
Gregory Miller,UNI011748,BT
Nicholas Castro,UNI011749,CSE
Darrell Pearson,UNI011750,CHE
Christopher Gray,UNI011751,CHE
Jacqueline Finley,UNI011752,BT
Ashley Williams,UNI011753,PHM
Janet Mcdaniel,UNI011754,PHM
Lisa Smith,UNI011755,CE
Karen Williams,UNI011756,EE
Brenda Reese,UNI011757,BT
Anthony Bell,UNI011758,CHE
Kenneth Martinez,UNI011759,CE
Nancy Cole,UNI011760,PHM
Nathan Hayden,UNI011761,ME
Sean Silva,UNI011762,ECE
Ian Weeks,UNI011763,EE
Ronald Rivera,UNI011764,BT
James Evans,UNI011765,CHE
Erik Solomon,UNI011766,CE
Cole Parker,UNI011767,CE
Corey Leblanc,UNI011768,CSE
Ann Boyle,UNI011769,PHM
Teresa Andrade,UNI011770,CE
Charles Wolfe,UNI011771,ME
Christian Beard,UNI011772,CE
Pamela Stone,UNI011773,EE
Latoya Leon,UNI011774,ECE
Carlos Barry,UNI011775,BT
Timothy Riggs,UNI011776,BT
Christopher Martinez,UNI011777,EE
Mark Carroll,UNI011778,CE
Billy Roman,UNI011779,ECE
Aaron Freeman,UNI011780,CE
Catherine Sullivan,UNI011781,CHE
Kimberly Jones,UNI011782,ME
Joe Perez,UNI011783,EE
Donald Campbell,UNI011784,PHM
Cody Morris,UNI011785,EE
John Shepard,UNI011786,ECE
Michael Johnson,UNI011787,CHE
Emily Wheeler,UNI011788,PHM
Benjamin Ashley,UNI011789,CE
Robin Riley,UNI011790,CHE
Brian Nielsen,UNI011791,ECE
Michael Blankenship,UNI011792,ME
Samuel Molina,UNI011793,CE
Kimberly Blair,UNI011794,EE
Barbara Lin,UNI011795,CE
Mary Hickman,UNI011796,CSE
Mark Sanchez,UNI011797,CHE
Morgan Jones,UNI011798,CE
Brianna Jackson,UNI011799,CSE
Annette Howard,UNI011800,CE
Nicole Cook,UNI011801,ECE
Jack Maxwell,UNI011802,CHE
Eric Sanchez,UNI011803,CHE
Laura Wilson,UNI011804,BT
Justin Williams,UNI011805,ECE
Cheryl Rosario,UNI011806,CHE
Karen Sweeney,UNI011807,PHM
Michael Baker,UNI011808,CE
Mark Mitchell,UNI011809,CE
Nathaniel Blair,UNI011810,CSE
Tracey King,UNI011811,PHM
Christina Lambert,UNI011812,EE
Sarah Foster,UNI011813,ECE
Paul Roberts,UNI011814,ME
Mark Wagner,UNI011815,PHM
Susan Sanders,UNI011816,ME
Jodi Harding,UNI011817,BT
Michael Dennis,UNI011818,BT
Francisco Boone,UNI011819,CHE
Jane Joseph,UNI011820,ME
Sean Scott,UNI011821,PHM
Stephen Mcbride,UNI011822,ECE
Billy Marshall,UNI011823,PHM
Abigail Hodges,UNI011824,PHM
Kevin Hernandez,UNI011825,PHM
Michael Lowe,UNI011826,CE
Craig Williams,UNI011827,ME
Joseph Walters,UNI011828,PHM
Kevin Taylor,UNI011829,CSE
Mark Miles,UNI011830,ME
Julie Silva,UNI011831,CE
Veronica Bishop,UNI011832,ECE
Jordan Walsh III,UNI011833,PHM
Raymond Newman,UNI011834,PHM
Amy Moore,UNI011835,CSE
Angela Taylor,UNI011836,PHM
Jerome Jackson,UNI011837,ECE
Mary Cowan,UNI011838,CHE
Alexandria Dominguez,UNI011839,PHM
Robin May,UNI011840,ME
Jackie Lawson,UNI011841,CHE
Laura Harris,UNI011842,EE
Katelyn Fisher,UNI011843,BT
Heather Nielsen,UNI011844,CSE
Carly Lynch,UNI011845,ME
Colton Russell,UNI011846,CHE
Nathan Davis,UNI011847,CSE
Douglas Mendoza,UNI011848,CE
Melissa Smith,UNI011849,CHE
Tina Obrien,UNI011850,CHE
Zachary Bryant,UNI011851,EE
Katie Velez,UNI011852,ECE
Lori Ortega,UNI011853,CE
Lance Jones,UNI011854,CSE
Jonathan Adams,UNI011855,PHM
Ronald Greene,UNI011856,CHE
Michael Williams,UNI011857,CSE
Gina Nelson,UNI011858,EE
Jesse Maynard,UNI011859,CSE
Jessica Kane,UNI011860,CHE
Tammy Robertson,UNI011861,ECE
Dr. Zachary Hernandez,UNI011862,PHM
Daniel Dawson,UNI011863,EE
Michael Shannon,UNI011864,ME
Samantha Benjamin,UNI011865,CSE
Alyssa Rodriguez,UNI011866,CHE
Yvonne Huffman,UNI011867,ME
Danielle Stewart,UNI011868,EE
Lauren Berg,UNI011869,BT
Juan Martinez,UNI011870,ECE
Steven Stone,UNI011871,CHE
Anna Torres,UNI011872,ME
Aaron Ross,UNI011873,CSE
Patrick Berry,UNI011874,PHM
James Walker,UNI011875,CE
Eric Andrews,UNI011876,PHM
Robin Travis,UNI011877,BT
April Jordan,UNI011878,BT
Mary Matthews,UNI011879,EE
Chase Crawford,UNI011880,CHE
Jennifer Rivera,UNI011881,EE
Donald Cox,UNI011882,ECE
Jennifer Smith,UNI011883,CE
Kelly Cook,UNI011884,CHE
Megan Lucero,UNI011885,CHE
Elizabeth Armstrong,UNI011886,ECE
Jerry Morales,UNI011887,CSE
Stephanie Baker,UNI011888,PHM
Zachary Higgins,UNI011889,EE
Richard Peterson,UNI011890,ECE
Michele Cross,UNI011891,ECE
Natalie Sanders,UNI011892,ECE
Shelly Smith DVM,UNI011893,PHM
Corey Moore,UNI011894,CE
Kristina Rodriguez,UNI011895,ECE
Matthew Miller,UNI011896,PHM
Daniel Hartman,UNI011897,CSE
Nathaniel Pineda,UNI011898,ECE
Kathryn Greer,UNI011899,BT
Kelly Cruz,UNI011900,BT
Michael Moore,UNI011901,BT
James Cooper,UNI011902,CE
Erica Flores,UNI011903,EE
Raymond Jones,UNI011904,PHM
Mrs. Brittney Haynes,UNI011905,CHE
Matthew Kirby,UNI011906,PHM
Debra Miller,UNI011907,ME
Robert Mathis,UNI011908,ECE
Mr. Kurt Massey MD,UNI011909,CE
Mark Burns,UNI011910,BT
Linda Yates,UNI011911,PHM
Michael Bradley,UNI011912,ECE
Kimberly Jackson,UNI011913,BT
Joyce Hopkins,UNI011914,ECE
Joseph Henderson MD,UNI011915,ME
Derek Martinez,UNI011916,CSE
Margaret Kelly,UNI011917,CSE
Douglas Perez,UNI011918,CHE
Jeffrey Potter,UNI011919,ME
Kevin Jones,UNI011920,CE
Robin Kaufman,UNI011921,CHE
Danielle Montgomery,UNI011922,BT
Mark Young,UNI011923,CSE
Caitlin Bryan,UNI011924,CHE
Stacey Johnson,UNI011925,CSE
Paul Terry DDS,UNI011926,CE
Eric Perry,UNI011927,CHE
Lisa Turner,UNI011928,EE
Mrs. Anne Peters,UNI011929,ECE
Adrian Garcia,UNI011930,BT
Mario Carter,UNI011931,CSE
Lauren Harvey,UNI011932,PHM
Robert Meza,UNI011933,ME
Stephanie Lopez,UNI011934,ECE
Teresa Tran,UNI011935,ME
Nicole Murphy,UNI011936,BT
Christopher Beck,UNI011937,CE
Dr. Justin Jackson,UNI011938,ECE
Cindy Alexander,UNI011939,EE
Teresa Kim,UNI011940,CSE
Tamara Gillespie,UNI011941,CHE
Debbie Cherry,UNI011942,CE
Jessica Velazquez,UNI011943,CHE
Andrew Kim,UNI011944,ECE
William Anderson,UNI011945,EE
Sandra Martinez,UNI011946,ECE
Troy Gilbert,UNI011947,BT
Jessica Martin,UNI011948,CSE
Steve Petty,UNI011949,EE
Andrew Thompson,UNI011950,CSE
Dr. Jonathan Murray,UNI011951,CHE
David Thomas,UNI011952,PHM
David Burton,UNI011953,CSE
Gabriella Cox,UNI011954,CHE
Robin Terry,UNI011955,ECE
Hannah Daniels,UNI011956,PHM
Timothy Guzman,UNI011957,ECE
Philip Campbell,UNI011958,CE
Eric Shaw,UNI011959,CE
Christian Martin,UNI011960,BT
David Sherman,UNI011961,ECE
Victor Wilson,UNI011962,BT
Gerald Aguilar,UNI011963,CHE
Marc Cooper,UNI011964,PHM
Kenneth Luna,UNI011965,ME
Michael Shaw,UNI011966,CE
Jonathan Larson,UNI011967,PHM
Candice Harris,UNI011968,ME
Kimberly Smith,UNI011969,CE
Brittany Smith,UNI011970,CE
Dr. John Horton,UNI011971,CSE
Lisa Romero,UNI011972,ECE
Jaime Sanchez,UNI011973,PHM
Erica Freeman,UNI011974,PHM
Levi Collins,UNI011975,BT
John Robinson,UNI011976,CHE
Brittany Edwards,UNI011977,ECE
Christopher Jenkins,UNI011978,ME
Danny Allen,UNI011979,PHM
Eduardo Rogers,UNI011980,BT
Mark Rocha,UNI011981,CE
Dawn Owens,UNI011982,CHE
Steven Alvarado,UNI011983,CE
Craig Adams,UNI011984,BT
Bradley Ortiz,UNI011985,BT
Jeffrey Cowan,UNI011986,EE
Jennifer Kirk,UNI011987,ECE
Ryan Rivera,UNI011988,ME
Beth Golden,UNI011989,ECE
Jane Ward,UNI011990,CSE
William Dougherty,UNI011991,EE
Wesley Mcneil,UNI011992,PHM
Robin Steele,UNI011993,CE
Lindsay Moore,UNI011994,ECE
Kevin Morris,UNI011995,BT
Judy Simpson,UNI011996,ECE
Brittany Schwartz,UNI011997,CE
Stephen Little,UNI011998,CHE
Kelly Gordon,UNI011999,ECE
Seth Moss,UNI012000,ECE
Brooke Adams,UNI012001,CE
Brian Freeman,UNI012002,CSE
Emily Wright,UNI012003,CE
Wanda Jones,UNI012004,CSE
Lisa Williams,UNI012005,CHE
Miss Lori Ramirez,UNI012006,ME
John Lucas,UNI012007,CHE
John Wallace,UNI012008,CHE
Robert Ibarra,UNI012009,BT
Corey Myers,UNI012010,CSE
Mrs. Melissa Farley,UNI012011,EE
Luis Wagner,UNI012012,CSE
Kevin Hughes,UNI012013,EE
Mandy Simmons,UNI012014,ME
Stacie Lowe,UNI012015,EE
Richard Reeves,UNI012016,CSE
Ryan Rice,UNI012017,ECE
Samantha Ayala,UNI012018,CHE
William Stevenson,UNI012019,ME
Eric Richardson,UNI012020,BT
Todd Bean,UNI012021,PHM
Yvette Gonzales,UNI012022,CSE
Randall Smith,UNI012023,PHM
Ann Moore,UNI012024,BT
Leonard Lopez,UNI012025,ME
Kimberly Wong,UNI012026,PHM
Stephen Collins,UNI012027,PHM
Carol Trujillo,UNI012028,CHE
Elizabeth Green,UNI012029,EE
Tammy Reyes,UNI012030,EE
Billy White,UNI012031,ECE
Robert Moore,UNI012032,EE
Ryan Castaneda,UNI012033,EE
Christina Benjamin,UNI012034,ME
Shaun Diaz MD,UNI012035,EE
Ashley Wells,UNI012036,CSE
Jacqueline Williams,UNI012037,ECE
Sarah Giles,UNI012038,ME
Andrew Kelley,UNI012039,CE
Mary Berger,UNI012040,ME
Douglas Hernandez,UNI012041,CE
Shelly Gross,UNI012042,CE
Lawrence Sanford,UNI012043,CHE
Roger Mason,UNI012044,CE
Kelly Cruz,UNI012045,CSE
Robert Nguyen,UNI012046,CE
Matthew Bailey,UNI012047,PHM
Jeffrey Hart,UNI012048,ME
Elizabeth Noble,UNI012049,BT
Ronald Robbins,UNI012050,ME
